"NUTS 3 CODE","LAU CODE","LAU NAME NATIONAL","LAU NAME LATIN","POPULATION","TOTAL AREA (km2)","COASTAL AREA (yes/no)","CITY_ID","CITY_NAME","FUA_ID"
"DEG09","16064045","Mittelsömmern","Mittelsömmern",206,10.16,"no",,,
"DEG09","16064046","Mühlhausen/Thüringen, Stadt","Mühlhausen/Thüringen, Stadt",33135,86.74,"no",,,
"DEG09","16064047","Mülverstedt","Mülverstedt",691,23.24,"no",,,
"DEG09","16064048","Neunheilingen","Neunheilingen",459,14.75,"no",,,
"DEG09","16064052","Obermehler","Obermehler",1245,21.66,"no",,,
"DEG09","16064053","Oppershausen","Oppershausen",290,8.61,"no",,,
"DEG09","16064055","Rodeberg","Rodeberg",2044,26.68,"no",,,
"DEG09","16064057","Schlotheim, Stadt","Schlotheim, Stadt",3559,22.40,"no",,,
"DEG09","16064058","Schönstedt","Schönstedt",1300,22.75,"no",,,
"DEG09","16064061","Sundhausen","Sundhausen",354,8.10,"no",,,
"DEG09","16064062","Tottleben","Tottleben",135,5.07,"no",,,
"DEG09","16064064","Urleben","Urleben",410,8.18,"no",,,
"DEG09","16064065","Weberstedt","Weberstedt",592,18.36,"no",,,
"DEG09","16064066","Weinbergen","Weinbergen",3065,43.96,"no",,,
"DEG09","16064071","Unstruttal","Unstruttal",3134,44.58,"no",,,
"DEG09","16064072","Menteroda","Menteroda",1950,27.35,"no",,,
"DEG09","16064073","Anrode","Anrode",3147,52.73,"no",,,
"DEG09","16064074","Südeichsfeld","Südeichsfeld",6629,60.02,"no",,,
"DEG09","16064075","Vogtei","Vogtei",4404,49.57,"no",,,
"DEG0A","16065001","Abtsbessingen","Abtsbessingen",463,14.09,"no",,,
"DEG0A","16065002","Artern/Unstrut, Stadt","Artern/Unstrut, Stadt",5415,24.19,"no",,,
"DEG0A","16065003","Bad Frankenhausen/Kyffhäuser, Stadt","Bad Frankenhausen/Kyffhäuser, Stadt",8844,66.22,"no",,,
"DEG0A","16065005","Bellstedt","Bellstedt",162,4.77,"no",,,
"DEG0A","16065008","Borxleben","Borxleben",276,5.35,"no",,,
"DEG0A","16065011","Bretleben","Bretleben",539,8.69,"no",,,
"DEG0A","16065012","Clingen, Stadt","Clingen, Stadt",1063,10.75,"no",,,
"DEG0A","16065013","Donndorf","Donndorf",774,11.54,"no",,,
"DEG0A","16065014","Ebeleben, Stadt","Ebeleben, Stadt",2609,40.74,"no",,,
"DEG0A","16065016","Etzleben","Etzleben",261,6.15,"no",,,
"DEG0A","16065018","Freienbessingen","Freienbessingen",234,8.91,"no",,,
"DEG0A","16065019","Gehofen","Gehofen",608,13.49,"no",,,
"DEG0A","16065022","Gorsleben","Gorsleben",497,10.81,"no",,,
"DEG0A","16065023","Greußen, Stadt","Greußen, Stadt",3480,19.21,"no",,,
"DEG0A","16065031","Hauteroda","Hauteroda",487,12.66,"no",,,
"DEG0A","16065032","Helbedündorf","Helbedündorf",2235,96.37,"no",,,
"DEG0A","16065033","Heldrungen, Stadt","Heldrungen, Stadt",2139,23.27,"no",,,
"DEG0A","16065034","Hemleben","Hemleben",215,7.33,"no",,,
"DEG0A","16065035","Heygendorf","Heygendorf",522,9.38,"no",,,
"DEG0A","16065038","Holzsußra","Holzsußra",262,9.93,"no",,,
"DEG0A","16065039","Ichstedt","Ichstedt",567,9.70,"no",,,
"DEG0A","16065042","Kalbsrieth","Kalbsrieth",628,11.97,"no",,,
"DEG0A","16065046","Mönchpfiffel-Nikolausrieth","Mönchpfiffel-Nikolausrieth",304,9.21,"no",,,
"DEG0A","16065047","Nausitz","Nausitz",175,3.43,"no",,,
"DEG0A","16065048","Niederbösa","Niederbösa",132,4.63,"no",,,
"DEG0A","16065051","Oberbösa","Oberbösa",333,11.99,"no",,,
"DEG0A","16065052","Oberheldrungen","Oberheldrungen",795,12.46,"no",,,
"DEG0A","16065054","Oldisleben","Oldisleben",2162,32.52,"no",,,
"DEG0A","16065056","Reinsdorf","Reinsdorf",721,11.17,"no",,,
"DEG0A","16065057","Ringleben","Ringleben",819,15.14,"no",,,
"DEG0A","16065058","Rockstedt","Rockstedt",217,4.94,"no",,,
"DEG0A","16065061","Roßleben, Stadt","Roßleben, Stadt",4784,33.57,"no",,,
"DEG0A","16065067","Sondershausen, Stadt","Sondershausen, Stadt",21513,201.21,"no",,,
"DEG0A","16065072","Thüringenhausen","Thüringenhausen",108,3.80,"no",,,
"DEG0A","16065074","Topfstedt","Topfstedt",561,10.78,"no",,,
"DEG0A","16065075","Trebra","Trebra",286,7.94,"no",,,
"DEG0A","16065076","Voigtstedt","Voigtstedt",862,11.48,"no",,,
"DEG0A","16065077","Wasserthaleben","Wasserthaleben",400,8.49,"no",,,
"DEG0A","16065079","Westgreußen","Westgreußen",362,8.46,"no",,,
"DEG0A","16065081","Wiehe, Stadt","Wiehe, Stadt",1862,24.53,"no",,,
"DEG0A","16065082","Wolferschwenda","Wolferschwenda",136,4.27,"no",,,
"DEG0A","16065084","Großenehrich, Stadt","Großenehrich, Stadt",2325,63.34,"no",,,
"DEG0A","16065085","Kyffhäuserland","Kyffhäuserland",3872,129.01,"no",,,
"DEG0B","16066001","Altersbach","Altersbach",443,3.15,"no",,,
"DEG0B","16066002","Aschenhausen","Aschenhausen",135,3.64,"no",,,
"DEG0B","16066005","Belrieth","Belrieth",342,9.93,"no",,,
"DEG0B","16066006","Benshausen","Benshausen",2326,24.92,"no",,,
"DEG0B","16066008","Bermbach","Bermbach",500,6.27,"no",,,
"DEG0B","16066012","Birx","Birx",159,2.77,"no",,,
"DEG0B","16066013","Breitungen/Werra","Breitungen/Werra",4763,44.87,"no",,,
"DEG0B","16066015","Christes","Christes",552,15.53,"no",,,
"DEG0B","16066016","Dillstädt","Dillstädt",781,13.97,"no",,,
"DEG0B","16066017","Einhausen","Einhausen",403,5.33,"no",,,
"DEG0B","16066018","Ellingshausen","Ellingshausen",232,6.77,"no",,,
"DEG0B","16066019","Erbenhausen","Erbenhausen",571,20.70,"no",,,
"DEG0B","16066022","Fambach","Fambach",2074,18.33,"no",,,
"DEG0B","16066023","Floh-Seligenthal","Floh-Seligenthal",5900,68.71,"no",,,
"DEG0B","16066024","Frankenheim/Rhön","Frankenheim/Rhön",1085,9.16,"no",,,
"DEG0B","16066025","Friedelshausen","Friedelshausen",315,6.90,"no",,,
"DEG0B","16066028","Henneberg","Henneberg",599,13.20,"no",,,
"DEG0B","16066033","Hümpfershausen","Hümpfershausen",421,13.30,"no",,,
"DEG0B","16066035","Kaltensundheim","Kaltensundheim",791,11.80,"no",,,
"DEG0B","16066036","Kaltenwestheim","Kaltenwestheim",888,19.43,"no",,,
"DEG0B","16066038","Kühndorf","Kühndorf",924,26.04,"no",,,
"DEG0B","16066039","Leutersdorf","Leutersdorf",227,8.39,"no",,,
"DEG0B","16066041","Mehmels","Mehmels",343,6.45,"no",,,
"DEG0B","16066042","Meiningen, Stadt","Meiningen, Stadt",21180,59.46,"no",,,
"DEG0B","16066043","Melpers","Melpers",89,2.83,"no",,,
"DEG0B","16066044","Metzels","Metzels",646,16.18,"no",,,
"DEG0B","16066045","Neubrunn","Neubrunn",512,9.24,"no",,,
"DEG0B","16066047","Oberhof, Stadt","Oberhof, Stadt",1608,23.40,"no",,,
"DEG0B","16066048","Oberkatz","Oberkatz",242,9.11,"no",,,
"DEG0B","16066049","Obermaßfeld-Grimmenthal","Obermaßfeld-Grimmenthal",1255,5.59,"no",,,
"DEG0B","16066051","Oberschönau, Kurort","Oberschönau, Kurort",757,16.12,"no",,,
"DEG0B","16066052","Oberweid","Oberweid",498,10.25,"no",,,
"DEG0B","16066053","Oepfershausen","Oepfershausen",466,12.26,"no",,,
"DEG0B","16066056","Rippershausen","Rippershausen",845,11.50,"no",,,
"DEG0B","16066057","Ritschenhausen","Ritschenhausen",342,7.45,"no",,,
"DEG0B","16066058","Rohr","Rohr",946,13.96,"no",,,
"DEG0B","16066059","Rosa","Rosa",688,9.47,"no",,,
"DEG0B","16066061","Roßdorf","Roßdorf",610,17.27,"no",,,
"DEG0B","16066062","Rotterode","Rotterode",698,6.74,"no",,,
"DEG0B","16066063","Schmalkalden, Kurort, Stadt","Schmalkalden, Kurort, Stadt",19732,105.38,"no",,,
"DEG0B","16066064","Schwallungen","Schwallungen",2271,39.83,"no",,,
"DEG0B","16066065","Schwarza","Schwarza",1185,13.51,"no",,,
"DEG0B","16066069","Steinbach-Hallenberg, Kurort, Stadt","Steinbach-Hallenberg, Kurort, Stadt",4894,22.64,"no",,,
"DEG0B","16066071","Stepfershausen","Stepfershausen",619,15.76,"no",,,
"DEG0B","16066073","Sülzfeld","Sülzfeld",837,17.39,"no",,,
"DEG0B","16066074","Brotterode-Trusetal, Stadt","Brotterode-Trusetal, Stadt",6021,49.68,"no",,,
"DEG0B","16066075","Unterkatz","Unterkatz",366,9.83,"no",,,
"DEG0B","16066076","Untermaßfeld","Untermaßfeld",1310,10.79,"no",,,
"DEG0B","16066077","Unterschönau","Unterschönau",487,5.90,"no",,,
"DEG0B","16066078","Unterweid","Unterweid",409,7.13,"no",,,
"DEG0B","16066079","Utendorf","Utendorf",438,8.09,"no",,,
"DEG0B","16066081","Vachdorf","Vachdorf",763,15.89,"no",,,
"DEG0B","16066082","Viernau","Viernau",1902,15.90,"no",,,
"DEG0B","16066083","Wahns","Wahns",388,8.01,"no",,,
"DEG0B","16066084","Wallbach","Wallbach",360,5.07,"no",,,
"DEG0B","16066085","Walldorf","Walldorf",2094,12.16,"no",,,
"DEG0B","16066086","Wasungen, Stadt","Wasungen, Stadt",3254,29.51,"no",,,
"DEG0B","16066088","Wölfershausen","Wölfershausen",345,4.35,"no",,,
"DEG0B","16066092","Zella-Mehlis, Stadt","Zella-Mehlis, Stadt",10537,28.07,"no",,,
"DEG0B","16066093","Rhönblick","Rhönblick",2671,78.72,"no",,,
"DEG0B","16066094","Grabfeld","Grabfeld",5308,116.73,"no",,,
"DEG0C","16067003","Ballstädt","Ballstädt",644,11.86,"no",,,"DE032L1"
"DEG0C","16067004","Bienstädt","Bienstädt",657,8.16,"no",,,"DE032L1"
"DEG0C","16067005","Brüheim","Brüheim",451,7.44,"no",,,"DE032L1"
"DEG0C","16067006","Bufleben","Bufleben",999,13.15,"no",,,"DE032L1"
"DEG0C","16067008","Crawinkel","Crawinkel",1460,25.23,"no",,,"DE032L1"
"DEG0C","16067009","Dachwig","Dachwig",1610,12.73,"no",,,"DE032L1"
"DEG0C","16067011","Döllstädt","Döllstädt",1086,13.37,"no",,,"DE032L1"
"DEG0C","16067013","Emleben","Emleben",698,10.99,"no",,,"DE032L1"
"DEG0C","16067016","Eschenbergen","Eschenbergen",717,12.68,"no",,,"DE032L1"
"DEG0C","16067019","Friedrichroda, Stadt","Friedrichroda, Stadt",7275,36.88,"no",,,"DE032L1"
"DEG0C","16067021","Friedrichswerth","Friedrichswerth",471,4.90,"no",,,"DE032L1"
"DEG0C","16067022","Friemar","Friemar",1051,9.38,"no",,,"DE032L1"
"DEG0C","16067025","Georgenthal/Thür. Wald","Georgenthal/Thür. Wald",2712,28.80,"no",,,"DE032L1"
"DEG0C","16067026","Gierstädt","Gierstädt",830,10.60,"no",,,"DE032L1"
"DEG0C","16067027","Goldbach","Goldbach",1627,12.15,"no",,,"DE032L1"
"DEG0C","16067029","Gotha, Stadt","Gotha, Stadt",45733,69.58,"no",,,"DE032L1"
"DEG0C","16067032","Gräfenhain","Gräfenhain",1399,19.36,"no",,,"DE032L1"
"DEG0C","16067033","Großfahner","Großfahner",811,11.41,"no",,,"DE032L1"
"DEG0C","16067035","Haina","Haina",477,6.72,"no",,,"DE032L1"
"DEG0C","16067036","Herrenhof","Herrenhof",760,4.38,"no",,,"DE032L1"
"DEG0C","16067037","Hochheim","Hochheim",453,7.67,"no",,,"DE032L1"
"DEG0C","16067039","Hohenkirchen","Hohenkirchen",708,6.81,"no",,,"DE032L1"
"DEG0C","16067044","Luisenthal","Luisenthal",1224,30.58,"no",,,"DE032L1"
"DEG0C","16067047","Molschleben","Molschleben",1015,15.24,"no",,,"DE032L1"
"DEG0C","16067052","Nottleben","Nottleben",415,8.57,"no",,,"DE032L1"
"DEG0C","16067053","Ohrdruf, Stadt","Ohrdruf, Stadt",5472,39.79,"no",,,"DE032L1"
"DEG0C","16067054","Petriroda","Petriroda",300,3.15,"no",,,"DE032L1"
"DEG0C","16067055","Pferdingsleben","Pferdingsleben",388,6.61,"no",,,"DE032L1"
"DEG0C","16067056","Remstädt","Remstädt",978,6.48,"no",,,"DE032L1"
"DEG0C","16067059","Schwabhausen","Schwabhausen",782,9.36,"no",,,"DE032L1"
"DEG0C","16067063","Sonneborn","Sonneborn",1173,16.47,"no",,,"DE032L1"
"DEG0C","16067064","Bad Tabarz","Bad Tabarz",4045,21.12,"no",,,"DE032L1"
"DEG0C","16067065","Tambach-Dietharz/Thür. Wald, Stadt","Tambach-Dietharz/Thür. Wald, Stadt",4276,41.63,"no",,,"DE032L1"
"DEG0C","16067067","Tonna","Tonna",2795,30.50,"no",,,"DE032L1"
"DEG0C","16067068","Tröchtelborn","Tröchtelborn",303,5.68,"no",,,"DE032L1"
"DEG0C","16067071","Tüttleben","Tüttleben",794,7.26,"no",,,"DE032L1"
"DEG0C","16067072","Waltershausen, Stadt","Waltershausen, Stadt",12973,60.62,"no",,,"DE032L1"
"DEG0C","16067074","Wangenheim","Wangenheim",643,10.00,"no",,,"DE032L1"
"DEG0C","16067075","Warza","Warza",733,6.49,"no",,,"DE032L1"
"DEG0C","16067078","Westhausen","Westhausen",523,4.67,"no",,,"DE032L1"
"DEG0C","16067081","Wölfis","Wölfis",1453,29.22,"no",,,"DE032L1"
"DEG0C","16067082","Zimmernsupra","Zimmernsupra",334,7.45,"no",,,"DE032L1"
"DEG0C","16067083","Leinatal","Leinatal",3581,36.02,"no",,,"DE032L1"
"DEG0C","16067087","Nesse-Apfelstädt","Nesse-Apfelstädt",5939,39.59,"no",,,"DE032L1"
"DEG0C","16067088","Hörsel","Hörsel",4753,70.44,"no",,,"DE032L1"
"DEG0C","16067089","Drei Gleichen","Drei Gleichen",7931,84.89,,,,
"DEG0D","16068001","Alperstedt","Alperstedt",751,8.93,"no",,,"DE032L1"
"DEG0D","16068002","Andisleben","Andisleben",605,6.82,"no",,,"DE032L1"
"DEG0D","16068003","Beichlingen","Beichlingen",490,19.12,"no",,,"DE032L1"
"DEG0D","16068004","Bilzingsleben","Bilzingsleben",660,16.85,"no",,,"DE032L1"
"DEG0D","16068005","Büchel","Büchel",246,6.58,"no",,,"DE032L1"
"DEG0D","16068006","Buttstädt, Stadt","Buttstädt, Stadt",2522,18.36,"no",,,"DE032L1"
"DEG0D","16068007","Eckstedt","Eckstedt",590,6.57,"no",,,"DE032L1"
"DEG0D","16068008","Ellersleben","Ellersleben",270,6.48,"no",,,"DE032L1"
"DEG0D","16068009","Elxleben","Elxleben",2243,12.21,"no",,,"DE032L1"
"DEG0D","16068011","Eßleben-Teutleben","Eßleben-Teutleben",288,7.65,"no",,,"DE032L1"
"DEG0D","16068012","Frömmstedt","Frömmstedt",489,12.11,"no",,,"DE032L1"
"DEG0D","16068013","Gangloffsömmern","Gangloffsömmern",977,14.62,"no",,,"DE032L1"
"DEG0D","16068014","Gebesee, Stadt","Gebesee, Stadt",2141,24.08,"no",,,"DE032L1"
"DEG0D","16068015","Griefstedt","Griefstedt",261,5.10,"no",,,"DE032L1"
"DEG0D","16068016","Großbrembach","Großbrembach",696,16.28,"no",,,"DE032L1"
"DEG0D","16068017","Großmölsen","Großmölsen",220,5.01,"no",,,"DE032L1"
"DEG0D","16068019","Großneuhausen","Großneuhausen",632,11.90,"no",,,"DE032L1"
"DEG0D","16068021","Großrudestedt","Großrudestedt",1855,23.90,"no",,,"DE032L1"
"DEG0D","16068022","Günstedt","Günstedt",720,12.63,"no",,,"DE032L1"
"DEG0D","16068023","Guthmannshausen","Guthmannshausen",695,10.12,"no",,,"DE032L1"
"DEG0D","16068024","Hardisleben","Hardisleben",547,9.43,"no",,,"DE032L1"
"DEG0D","16068025","Haßleben","Haßleben",975,14.36,"no",,,"DE032L1"
"DEG0D","16068026","Henschleben","Henschleben",333,6.98,"no",,,"DE032L1"
"DEG0D","16068027","Herrnschwende","Herrnschwende",267,8.62,"no",,,"DE032L1"
"DEG0D","16068028","Kannawurf","Kannawurf",784,15.53,"no",,,"DE032L1"
"DEG0D","16068029","Kindelbrück, Stadt","Kindelbrück, Stadt",1913,13.36,"no",,,"DE032L1"
"DEG0D","16068031","Kleinbrembach","Kleinbrembach",298,8.15,"no",,,"DE032L1"
"DEG0D","16068032","Kleinmölsen","Kleinmölsen",300,4.33,"no",,,"DE032L1"
"DEG0D","16068033","Kleinneuhausen","Kleinneuhausen",423,8.49,"no",,,"DE032L1"
"DEG0D","16068034","Kölleda, Stadt","Kölleda, Stadt",5901,70.40,"no",,,"DE032L1"
"DEG0D","16068035","Mannstedt","Mannstedt",359,7.37,"no",,,"DE032L1"
"DEG0D","16068036","Markvippach","Markvippach",555,9.19,"no",,,"DE032L1"
"DEG0D","16068037","Nöda","Nöda",815,6.44,"no",,,"DE032L1"
"DEG0D","16068038","Olbersleben","Olbersleben",713,13.16,"no",,,"DE032L1"
"DEG0D","16068039","Ollendorf","Ollendorf",422,9.16,"no",,,"DE032L1"
"DEG0D","16068041","Ostramondra","Ostramondra",474,18.44,"no",,,"DE032L1"
"DEG0D","16068042","Rastenberg, Stadt","Rastenberg, Stadt",2486,35.52,"no",,,"DE032L1"
"DEG0D","16068043","Riethgen","Riethgen",228,6.81,"no",,,"DE032L1"
"DEG0D","16068044","Riethnordhausen","Riethnordhausen",994,12.41,"no",,,"DE032L1"
"DEG0D","16068045","Ringleben","Ringleben",493,6.56,"no",,,"DE032L1"
"DEG0D","16068046","Rudersdorf","Rudersdorf",319,7.80,"no",,,"DE032L1"
"DEG0D","16068048","Schloßvippach","Schloßvippach",1377,20.97,"no",,,"DE032L1"
"DEG0D","16068049","Schwerstedt","Schwerstedt",593,12.64,"no",,,"DE032L1"
"DEG0D","16068051","Sömmerda, Stadt","Sömmerda, Stadt",19034,87.56,"no",,,"DE032L1"
"DEG0D","16068052","Sprötau","Sprötau",778,8.01,"no",,,"DE032L1"
"DEG0D","16068053","Straußfurt","Straußfurt",1756,14.86,"no",,,"DE032L1"
"DEG0D","16068055","Udestedt","Udestedt",770,16.32,"no",,,"DE032L1"
"DEG0D","16068056","Vogelsberg","Vogelsberg",696,12.84,"no",,,"DE032L1"
"DEG0D","16068057","Walschleben","Walschleben",1832,16.87,"no",,,"DE032L1"
"DEG0D","16068058","Weißensee, Stadt","Weißensee, Stadt",3452,46.71,"no",,,"DE032L1"
"DEG0D","16068059","Werningshausen","Werningshausen",651,12.80,"no",,,"DE032L1"
"DEG0D","16068061","Witterda","Witterda",1090,12.52,"no",,,"DE032L1"
"DEG0D","16068062","Wundersleben","Wundersleben",676,6.95,"no",,,"DE032L1"
"DEG0E","16069001","Ahlstädt","Ahlstädt",126,2.34,"no",,,
"DEG0E","16069002","Bad Colberg-Heldburg, Stadt","Bad Colberg-Heldburg, Stadt",2026,53.39,"no",,,
"DEG0E","16069003","Beinerstadt","Beinerstadt",305,6.71,"no",,,
"DEG0E","16069004","Bischofrod","Bischofrod",163,5.47,"no",,,
"DEG0E","16069006","Brünn/Thür.","Brünn/Thür.",417,6.10,"no",,,
"DEG0E","16069008","Dingsleben","Dingsleben",245,8.44,"no",,,
"DEG0E","16069009","Ehrenberg","Ehrenberg",173,2.08,"no",,,
"DEG0E","16069011","Eichenberg","Eichenberg",161,4.50,"no",,,
"DEG0E","16069012","Eisfeld, Stadt","Eisfeld, Stadt",5617,52.68,"no",,,
"DEG0E","16069015","Gompertshausen","Gompertshausen",429,14.81,"no",,,
"DEG0E","16069016","Grimmelshausen","Grimmelshausen",174,4.21,"no",,,
"DEG0E","16069017","Grub","Grub",160,4.49,"no",,,
"DEG0E","16069019","Hellingen","Hellingen",993,44.55,"no",,,
"DEG0E","16069021","Henfstädt","Henfstädt",365,8.13,"no",,,
"DEG0E","16069024","Hildburghausen, Stadt","Hildburghausen, Stadt",11836,72.89,"no",,,
"DEG0E","16069025","Kloster Veßra","Kloster Veßra",304,19.78,"no",,,
"DEG0E","16069026","Lengfeld","Lengfeld",417,6.64,"no",,,
"DEG0E","16069028","Marisfeld","Marisfeld",430,11.51,"no",,,
"DEG0E","16069035","Oberstadt","Oberstadt",342,13.40,"no",,,
"DEG0E","16069037","Reurieth","Reurieth",815,16.20,"no",,,
"DEG0E","16069039","Sachsenbrunn","Sachsenbrunn",2029,33.85,"no",,,
"DEG0E","16069041","Schlechtsart","Schlechtsart",158,4.57,"no",,,
"DEG0E","16069042","Schleusegrund","Schleusegrund",2766,58.99,"no",,,
"DEG0E","16069043","Schleusingen, Stadt","Schleusingen, Stadt",10960,125.59,"no",,,
"DEG0E","16069044","Schmeheim","Schmeheim",275,4.73,"no",,,
"DEG0E","16069046","Schweickershausen","Schweickershausen",159,9.75,"no",,,
"DEG0E","16069047","St.Bernhard","St.Bernhard",256,7.36,"no",,,
"DEG0E","16069049","Straufhain","Straufhain",2728,57.40,"no",,,
"DEG0E","16069051","Themar, Stadt","Themar, Stadt",2851,20.18,"no",,,
"DEG0E","16069052","Ummerstadt, Stadt","Ummerstadt, Stadt",461,15.73,"no",,,
"DEG0E","16069053","Veilsdorf","Veilsdorf",2754,30.90,"no",,,
"DEG0E","16069056","Westhausen","Westhausen",709,15.43,"no",,,
"DEG0E","16069058","Auengrund","Auengrund",2869,37.11,"no",,,
"DEG0E","16069061","Masserberg","Masserberg",2211,36.07,"no",,,
"DEG0E","16069062","Römhild, Stadt","Römhild, Stadt",6869,122.45,"no",,,
"DEG0F","16070001","Alkersleben","Alkersleben",310,7.09,"no",,,"DE032L1"
"DEG0F","16070002","Altenfeld","Altenfeld",921,17.05,"no",,,"DE032L1"
"DEG0F","16070003","Angelroda","Angelroda",377,4.95,"no",,,"DE032L1"
"DEG0F","16070004","Arnstadt, Stadt","Arnstadt, Stadt",24348,55.08,"no",,,"DE032L1"
"DEG0F","16070005","Böhlen","Böhlen",537,6.16,"no",,,"DE032L1"
"DEG0F","16070006","Bösleben-Wüllersleben","Bösleben-Wüllersleben",639,16.13,"no",,,"DE032L1"
"DEG0F","16070008","Dornheim","Dornheim",579,7.99,"no",,,"DE032L1"
"DEG0F","16070011","Elgersburg","Elgersburg",1228,9.49,"no",,,"DE032L1"
"DEG0F","16070012","Elleben","Elleben",879,17.00,"no",,,"DE032L1"
"DEG0F","16070013","Elxleben","Elxleben",564,9.47,"no",,,"DE032L1"
"DEG0F","16070014","Frankenhain","Frankenhain",706,12.25,"no",,,"DE032L1"
"DEG0F","16070015","Frauenwald","Frauenwald",960,19.14,"no",,,"DE032L1"
"DEG0F","16070016","Friedersdorf","Friedersdorf",197,3.11,"no",,,"DE032L1"
"DEG0F","16070017","Gehlberg","Gehlberg",487,20.43,"no",,,"DE032L1"
"DEG0F","16070019","Geraberg","Geraberg",2273,15.05,"no",,,"DE032L1"
"DEG0F","16070021","Geschwenda","Geschwenda",1972,5.88,"no",,,"DE032L1"
"DEG0F","16070022","Gillersdorf","Gillersdorf",244,3.83,"no",,,"DE032L1"
"DEG0F","16070023","Gossel","Gossel",459,13.61,"no",,,"DE032L1"
"DEG0F","16070024","Gräfenroda","Gräfenroda",3180,23.31,"no",,,"DE032L1"
"DEG0F","16070025","Großbreitenbach, Stadt","Großbreitenbach, Stadt",2573,19.60,"no",,,"DE032L1"
"DEG0F","16070027","Herschdorf","Herschdorf",796,9.55,"no",,,"DE032L1"
"DEG0F","16070028","Amt Wachsenburg","Amt Wachsenburg",6511,52.43,"no",,,"DE032L1"
"DEG0F","16070029","Ilmenau, Stadt","Ilmenau, Stadt",36716,168.18,"no",,,"DE032L1"
"DEG0F","16070031","Kirchheim","Kirchheim",1264,21.20,"no",,,"DE032L1"
"DEG0F","16070033","Liebenstein","Liebenstein",373,12.23,"no",,,"DE032L1"
"DEG0F","16070034","Martinroda","Martinroda",818,8.29,"no",,,"DE032L1"
"DEG0F","16070037","Neusiß","Neusiß",202,4.50,"no",,,"DE032L1"
"DEG0F","16070038","Neustadt am Rennsteig","Neustadt am Rennsteig",914,17.03,"no",,,"DE032L1"
"DEG0F","16070041","Osthausen-Wülfershausen","Osthausen-Wülfershausen",525,14.75,"no",,,"DE032L1"
"DEG0F","16070043","Plaue, Stadt","Plaue, Stadt",1779,18.19,"no",,,"DE032L1"
"DEG0F","16070044","Rockhausen","Rockhausen",276,4.01,"no",,,"DE032L1"
"DEG0F","16070046","Schmiedefeld am Rennsteig","Schmiedefeld am Rennsteig",1633,18.17,"no",,,"DE032L1"
"DEG0F","16070048","Stadtilm, Stadt","Stadtilm, Stadt",8420,120.26,"no",,,"DE032L1"
"DEG0F","16070049","Stützerbach","Stützerbach",1341,11.37,"no",,,"DE032L1"
"DEG0F","16070052","Wildenspring","Wildenspring",170,4.43,"no",,,"DE032L1"
"DEG0F","16070053","Wipfratal","Wipfratal",2956,49.91,"no",,,"DE032L1"
"DEG0F","16070054","Witzleben","Witzleben",615,22.61,"no",,,"DE032L1"
"DEG0G","16071001","Apolda, Stadt","Apolda, Stadt",22012,46.27,"no",,,"DE030L1"
"DEG0G","16071003","Bad Berka, Stadt","Bad Berka, Stadt",7503,55.32,"no",,,"DE030L1"
"DEG0G","16071004","Bad Sulza, Stadt","Bad Sulza, Stadt",4660,45.49,"no",,,"DE030L1"
"DEG0G","16071005","Ballstedt","Ballstedt",279,3.36,"no",,,"DE030L1"
"DEG0G","16071006","Bechstedtstraß","Bechstedtstraß",267,5.75,"no",,,"DE030L1"
"DEG0G","16071007","Berlstedt","Berlstedt",1747,18.97,"no",,,"DE030L1"
"DEG0G","16071008","Blankenhain, Stadt","Blankenhain, Stadt",6455,113.75,"no",,,"DE030L1"
"DEG0G","16071009","Buchfart","Buchfart",183,7.21,"no",,,"DE030L1"
"DEG0G","16071011","Buttelstedt, Stadt","Buttelstedt, Stadt",1317,18.85,"no",,,"DE030L1"
"DEG0G","16071012","Daasdorf a. Berge","Daasdorf a. Berge",274,2.85,"no",,,"DE030L1"
"DEG0G","16071013","Döbritschen","Döbritschen",223,8.36,"no",,,"DE030L1"
