"NUTS 3 CODE","LAU CODE","LAU NAME NATIONAL","LAU NAME LATIN","POPULATION","TOTAL AREA (km2)","COASTAL AREA (yes/no)","CITY_ID","CITY_NAME","FUA_ID"
"DEE08","15084115","Droyßig","Droyßig",1985,20.32,"no",,,
"DEE08","15084125","Eckartsberga, Stadt","Eckartsberga, Stadt",2399,35.97,"no",,,
"DEE08","15084130","Elsteraue","Elsteraue",8206,79.95,"no",,,
"DEE08","15084132","Finne ","Finne ",1168,25.04,"no",,,
"DEE08","15084133","Finneland ","Finneland ",1054,29.43,"no",,,
"DEE08","15084135","Freyburg (Unstrut), Stadt","Freyburg (Unstrut), Stadt",4656,46.55,"no",,,
"DEE08","15084150","Gleina","Gleina",1213,29.58,"no",,,
"DEE08","15084170","Goseck","Goseck",1020,14.56,"no",,,
"DEE08","15084207","Gutenborn","Gutenborn",1740,33.92,"no",,,
"DEE08","15084235","Hohenmölsen, Stadt","Hohenmölsen, Stadt",9565,75.31,"no",,,
"DEE08","15084246","Kaiserpfalz ","Kaiserpfalz ",1533,41.08,"no",,,
"DEE08","15084250","Karsdorf","Karsdorf",1487,19.86,"no",,,
"DEE08","15084275","Kretzschau","Kretzschau",2427,27.77,"no",,,
"DEE08","15084282","Lanitz-Hassel-Tal ","Lanitz-Hassel-Tal ",1085,31.50,"no",,,
"DEE08","15084285","Laucha an der Unstrut, Stadt","Laucha an der Unstrut, Stadt",2845,31.14,"no",,,
"DEE08","15084315","Lützen, Stadt","Lützen, Stadt",8546,96.49,"no",,,
"DEE08","15084335","Mertendorf","Mertendorf",1639,32.51,"no",,,
"DEE08","15084341","Molauer Land","Molauer Land",1049,33.94,"no",,,
"DEE08","15084355","Naumburg (Saale), Stadt","Naumburg (Saale), Stadt",32402,129.90,"no",,,
"DEE08","15084360","Nebra (Unstrut), Stadt","Nebra (Unstrut), Stadt",3127,25.42,"no",,,
"DEE08","15084375","Osterfeld, Stadt","Osterfeld, Stadt",2427,27.61,"no",,,
"DEE08","15084442","Schnaudertal","Schnaudertal",931,20.73,"no",,,
"DEE08","15084445","Schönburg","Schönburg",1046,14.60,"no",,,
"DEE08","15084470","Stößen, Stadt","Stößen, Stadt",937,7.29,"no",,,
"DEE08","15084490","Teuchern, Stadt","Teuchern, Stadt",8077,81.36,"no",,,
"DEE08","15084550","Weißenfels, Stadt","Weißenfels, Stadt",40409,113.56,"no",,,
"DEE08","15084560","Wethau","Wethau",932,7.67,"no",,,
"DEE08","15084565","Wetterzeube","Wetterzeube",1755,41.46,"no",,,
"DEE08","15084590","Zeitz, Stadt","Zeitz, Stadt",27955,87.18,"no",,,
"DEE09","15085040","Ballenstedt, Stadt","Ballenstedt, Stadt",8940,86.65,"no",,,
"DEE09","15085055","Blankenburg (Harz), Stadt","Blankenburg (Harz), Stadt",19817,148.97,"no",,,
"DEE09","15085090","Ditfurt","Ditfurt",1505,23.71,"no",,,
"DEE09","15085110","Falkenstein/Harz, Stadt","Falkenstein/Harz, Stadt",5274,102.97,"no",,,
"DEE09","15085125","Groß Quenstedt","Groß Quenstedt",873,15.66,"no",,,
"DEE09","15085135","Halberstadt, Stadt","Halberstadt, Stadt",40256,142.98,"no",,,
"DEE09","15085140","Harsleben","Harsleben",2149,27.85,"no",,,
"DEE09","15085145","Harzgerode, Stadt","Harzgerode, Stadt",7745,164.68,"no",,,
"DEE09","15085160","Hedersleben","Hedersleben",1322,16.47,"no",,,
"DEE09","15085185","Huy","Huy",7111,167.27,"no",,,
"DEE09","15085190","Ilsenburg (Harz), Stadt","Ilsenburg (Harz), Stadt",9526,62.97,"no",,,
"DEE09","15085227","Nordharz","Nordharz",7860,110.66,"no",,,
"DEE09","15085228","Oberharz am Brocken, Stadt","Oberharz am Brocken, Stadt",10451,271.52,"no",,,
"DEE09","15085230","Osterwieck, Stadt","Osterwieck, Stadt",11103,212.91,"no",,,
"DEE09","15085235","Quedlinburg, Welterbestadt","Quedlinburg, Welterbestadt",23989,120.46,"no",,,
"DEE09","15085285","Schwanebeck, Stadt","Schwanebeck, Stadt",2454,32.66,"no",,,
"DEE09","15085287","Selke-Aue","Selke-Aue",1389,36.72,"no",,,
"DEE09","15085330","Thale, Stadt","Thale, Stadt",17442,137.67,"no",,,
"DEE09","15085365","Wegeleben, Stadt","Wegeleben, Stadt",2507,51.78,"no",,,
"DEE09","15085370","Wernigerode, Stadt","Wernigerode, Stadt",32733,170.19,"no",,,
"DEE06","15086005","Biederitz","Biederitz",8430,39.33,"no",,,"DE019L2"
"DEE06","15086015","Burg, Stadt","Burg, Stadt",22478,164.05,"no",,,"DE019L2"
"DEE06","15086035","Elbe-Parey","Elbe-Parey",6467,108.70,"no",,,"DE019L2"
"DEE06","15086040","Genthin, Stadt","Genthin, Stadt",13985,230.74,"no",,,"DE019L2"
"DEE06","15086055","Gommern, Stadt","Gommern, Stadt",10543,159.99,"no",,,"DE019L2"
"DEE06","15086080","Jerichow, Stadt","Jerichow, Stadt",6858,269.93,"no",,,"DE019L2"
"DEE06","15086140","Möckern, Stadt","Möckern, Stadt",12874,523.95,"no",,,"DE019L2"
"DEE06","15086145","Möser","Möser",8293,80.25,"no",,,"DE019L2"
"DEE0A","15087010","Ahlsdorf","Ahlsdorf",1570,5.09,"no",,,
"DEE0A","15087015","Allstedt, Stadt","Allstedt, Stadt",7745,149.81,"no",,,
"DEE0A","15087031","Arnstein, Stadt","Arnstein, Stadt",6616,121.69,"no",,,
"DEE0A","15087045","Benndorf","Benndorf",2028,5.77,"no",,,
"DEE0A","15087055","Berga","Berga",1673,25.67,"no",,,
"DEE0A","15087070","Blankenheim","Blankenheim",1165,14.86,"no",,,
"DEE0A","15087075","Bornstedt","Bornstedt",791,9.31,"no",,,
"DEE0A","15087101","Brücken-Hackpfüffel","Brücken-Hackpfüffel",974,16.65,"no",,,
"DEE0A","15087125","Edersleben","Edersleben",977,9.06,"no",,,
"DEE0A","15087130","Eisleben, Lutherstadt","Eisleben, Lutherstadt",23373,143.94,"no",,,
"DEE0A","15087165","Gerbstedt, Stadt","Gerbstedt, Stadt",7110,102.31,"no",,,
"DEE0A","15087205","Helbra","Helbra",3998,9.26,"no",,,
"DEE0A","15087210","Hergisdorf","Hergisdorf",1549,9.54,"no",,,
"DEE0A","15087220","Hettstedt, Stadt","Hettstedt, Stadt",14023,36.93,"no",,,
"DEE0A","15087250","Kelbra (Kyffhäuser), Stadt","Kelbra (Kyffhäuser), Stadt",3407,40.56,"no",,,
"DEE0A","15087260","Klostermansfeld","Klostermansfeld",2294,8.82,"no",,,
"DEE0A","15087275","Mansfeld, Stadt","Mansfeld, Stadt",8765,143.79,"no",,,
"DEE0A","15087370","Sangerhausen, Stadt","Sangerhausen, Stadt",26297,207.66,"no",,,
"DEE0A","15087386","Seegebiet Mansfelder Land","Seegebiet Mansfelder Land",8908,107.93,"no",,,
"DEE0A","15087412","Südharz","Südharz",9338,236.38,"no",,,
"DEE0A","15087440","Wallhausen","Wallhausen",2503,35.34,"no",,,
"DEE0A","15087470","Wimmelburg","Wimmelburg",1145,8.56,"no",,,
"DEE0B","15088020","Bad Dürrenberg, Stadt","Bad Dürrenberg, Stadt",11643,36.15,"no",,,"DE018L1"
"DEE0B","15088025","Bad Lauchstädt, Goethestadt","Bad Lauchstädt, Goethestadt",8783,85.37,"no",,,"DE018L1"
"DEE0B","15088030","Barnstädt","Barnstädt",995,18.22,"no",,,"DE018L1"
"DEE0B","15088065","Braunsbedra, Stadt","Braunsbedra, Stadt",10678,74.32,"no",,,"DE018L1"
"DEE0B","15088100","Farnstädt","Farnstädt",1504,27.13,"no",,,"DE018L1"
"DEE0B","15088150","Kabelsketal","Kabelsketal",8828,51.00,"no",,,"DE018L1"
"DEE0B","15088195","Landsberg, Stadt","Landsberg, Stadt",15054,125.38,"no",,,"DE018L1"
"DEE0B","15088205","Leuna, Stadt","Leuna, Stadt",13969,87.71,"no",,,"DE018L1"
"DEE0B","15088216","Wettin-Löbejün, Stadt","Wettin-Löbejün, Stadt",9828,127.11,"no",,,"DE018L1"
"DEE0B","15088220","Merseburg, Stadt","Merseburg, Stadt",34080,53.76,"no",,,"DE018L1"
"DEE0B","15088235","Mücheln (Geiseltal), Stadt","Mücheln (Geiseltal), Stadt",8681,98.58,"no",,,"DE018L1"
"DEE0B","15088250","Nemsdorf-Göhrendorf","Nemsdorf-Göhrendorf",834,17.11,"no",,,"DE018L1"
"DEE0B","15088265","Obhausen","Obhausen",2240,37.34,"no",,,"DE018L1"
"DEE0B","15088295","Petersberg","Petersberg",9504,102.68,"no",,,"DE018L1"
"DEE0B","15088305","Querfurt, Stadt","Querfurt, Stadt",10593,155.60,"no",,,"DE018L1"
"DEE0B","15088319","Salzatal","Salzatal",11425,109.38,"no",,,"DE018L1"
"DEE0B","15088330","Schkopau","Schkopau",10870,99.74,"no",,,"DE018L1"
"DEE0B","15088340","Schraplau, Stadt","Schraplau, Stadt",1073,7.06,"no",,,"DE018L1"
"DEE0B","15088355","Steigra","Steigra",1150,29.65,"no",,,"DE018L1"
"DEE0B","15088365","Teutschenthal","Teutschenthal",12850,90.63,"no",,,"DE018L1"
"DEE0C","15089005","Alsleben (Saale), Stadt","Alsleben (Saale), Stadt",2526,23.64,"no",,,
"DEE0C","15089015","Aschersleben, Stadt","Aschersleben, Stadt",27220,156.23,"no",,,
"DEE0C","15089026","Barby, Stadt","Barby, Stadt",8394,152.76,"no",,,
"DEE0C","15089030","Bernburg (Saale), Stadt","Bernburg (Saale), Stadt",32674,113.49,"no",,,
"DEE0C","15089041","Bördeaue","Bördeaue",1821,25.40,"no",,,
"DEE0C","15089042","Bördeland","Bördeland",7523,92.35,"no",,,
"DEE0C","15089043","Börde-Hakel","Börde-Hakel",3012,38.63,"no",,,
"DEE0C","15089045","Borne","Borne",1222,15.32,"no",,,
"DEE0C","15089055","Calbe (Saale), Stadt","Calbe (Saale), Stadt",8609,56.69,"no",,,
"DEE0C","15089075","Egeln, Stadt","Egeln, Stadt",3269,29.33,"no",,,
"DEE0C","15089130","Giersleben","Giersleben",964,20.14,"no",,,
"DEE0C","15089165","Güsten, Stadt","Güsten, Stadt",4144,36.16,"no",,,
"DEE0C","15089175","Hecklingen, Stadt","Hecklingen, Stadt",6970,95.34,"no",,,
"DEE0C","15089185","Ilberstedt","Ilberstedt",1044,14.91,"no",,,
"DEE0C","15089195","Könnern, Stadt","Könnern, Stadt",8261,125.32,"no",,,
"DEE0C","15089235","Nienburg (Saale), Stadt","Nienburg (Saale), Stadt",6193,79.25,"no",,,
"DEE0C","15089245","Plötzkau","Plötzkau",1311,23.92,"no",,,
"DEE0C","15089305","Schönebeck (Elbe), Stadt","Schönebeck (Elbe), Stadt",30720,86.07,"no",,,
"DEE0C","15089307","Seeland, Stadt","Seeland, Stadt",7961,78.89,"no",,,
"DEE0C","15089310","Staßfurt, Stadt","Staßfurt, Stadt",25385,146.67,"no",,,
"DEE0C","15089365","Wolmirsleben","Wolmirsleben",1337,16.82,"no",,,
"DEE0D","15090003","Aland","Aland",1379,92.35,"no",,,
"DEE0D","15090007","Altmärkische Höhe","Altmärkische Höhe",1849,98.93,"no",,,
"DEE0D","15090008","Altmärkische Wische","Altmärkische Wische",852,67.09,"no",,,
"DEE0D","15090010","Arneburg, Stadt","Arneburg, Stadt",1500,30.66,"no",,,
"DEE0D","15090070","Bismark (Altmark), Stadt","Bismark (Altmark), Stadt",8256,289.47,"no",,,
"DEE0D","15090135","Eichstedt (Altmark)","Eichstedt (Altmark)",901,32.82,"no",,,
"DEE0D","15090180","Goldbeck","Goldbeck",1403,26.85,"no",,,
"DEE0D","15090220","Hassel","Hassel",905,20.57,"no",,,
"DEE0D","15090225","Havelberg, Hansestadt","Havelberg, Hansestadt",6537,149.12,"no",,,
"DEE0D","15090245","Hohenberg-Krusemark","Hohenberg-Krusemark",1218,63.42,"no",,,
"DEE0D","15090270","Iden","Iden",812,37.37,"no",,,
"DEE0D","15090285","Kamern","Kamern",1206,67.84,"no",,,
"DEE0D","15090310","Klietz","Klietz",1750,66.46,"no",,,
"DEE0D","15090415","Osterburg (Altmark), Hansestadt","Osterburg (Altmark), Hansestadt",9782,229.80,"no",,,
"DEE0D","15090435","Rochau","Rochau",1015,39.01,"no",,,
"DEE0D","15090445","Sandau (Elbe), Stadt","Sandau (Elbe), Stadt",849,18.58,"no",,,
"DEE0D","15090485","Schollene","Schollene",1179,65.33,"no",,,
"DEE0D","15090500","Schönhausen (Elbe)","Schönhausen (Elbe)",2092,74.10,"no",,,
"DEE0D","15090520","Seehausen (Altmark), Hansestadt","Seehausen (Altmark), Hansestadt",4847,107.02,"no",,,
"DEE0D","15090535","Stendal, Hansestadt","Stendal, Hansestadt",39439,268.08,"no",,,
"DEE0D","15090546","Tangerhütte, Stadt","Tangerhütte, Stadt",10718,294.83,"no",,,
"DEE0D","15090550","Tangermünde, Stadt","Tangermünde, Stadt",10310,89.87,"no",,,
"DEE0D","15090610","Werben (Elbe), Hansestadt","Werben (Elbe), Hansestadt",1051,53.37,"no",,,
"DEE0D","15090631","Wust-Fischbeck","Wust-Fischbeck",1257,68.15,"no",,,
"DEE0D","15090635","Zehrental","Zehrental",875,72.32,"no",,,
"DEE0E","15091010","Annaburg, Stadt","Annaburg, Stadt",6731,224.28,"no",,,
"DEE0E","15091020","Bad Schmiedeberg, Stadt","Bad Schmiedeberg, Stadt",8222,160.02,"no",,,
"DEE0E","15091060","Coswig (Anhalt), Stadt","Coswig (Anhalt), Stadt",11824,295.75,"no",,,
"DEE0E","15091110","Gräfenhainichen, Stadt","Gräfenhainichen, Stadt",11654,158.94,"no",,,
"DEE0E","15091145","Jessen (Elster), Stadt","Jessen (Elster), Stadt",14104,352.12,"no",,,
"DEE0E","15091160","Kemberg, Stadt","Kemberg, Stadt",9737,235.22,"no",,,
"DEE0E","15091241","Oranienbaum-Wörlitz, Stadt","Oranienbaum-Wörlitz, Stadt",8344,115.16,"no",,,
"DEE0E","15091375","Wittenberg, Lutherstadt","Wittenberg, Lutherstadt",46008,240.41,"no",,,
"DEE0E","15091391","Zahna-Elster, Stadt","Zahna-Elster, Stadt",9216,148.58,"no",,,
"DEG01","16051000","Erfurt, Stadt","Erfurt, Stadt",213699,269.91,"no","DE032C1","Erfurt","DE032L1"
"DEG02","16052000","Gera, Stadt","Gera, Stadt",94152,152.18,"no","DE535C1","Gera","DE535L1"
"DEG03","16053000","Jena, Stadt","Jena, Stadt",111407,114.77,"no","DE547C1","Jena","DE547L2"
"DEG04","16054000","Suhl, Stadt","Suhl, Stadt",34835,103.03,"no",,,
"DEG05","16055000","Weimar, Stadt","Weimar, Stadt",65090,84.48,"no","DE030C1","Weimar","DE030L1"
"DEG0N","16056000","Eisenach, Stadt","Eisenach, Stadt",42370,104.17,"no",,,
"DEG06","16061001","Arenshausen","Arenshausen",990,5.79,"no",,,
"DEG06","16061002","Asbach-Sickenberg","Asbach-Sickenberg",92,9.91,"no",,,
"DEG06","16061003","Berlingerode","Berlingerode",1220,11.74,"no",,,
"DEG06","16061004","Bernterode (bei Heilbad Heiligenstadt)","Bernterode (bei Heilbad Heiligenstadt)",230,8.62,"no",,,
"DEG06","16061007","Birkenfelde","Birkenfelde",549,8.39,"no",,,
"DEG06","16061012","Bodenrode-Westhausen","Bodenrode-Westhausen",1110,14.63,"no",,,
"DEG06","16061014","Bornhagen","Bornhagen",348,6.57,"no",,,
"DEG06","16061015","Brehme","Brehme",1112,5.30,"no",,,
"DEG06","16061017","Breitenworbis","Breitenworbis",3206,24.23,"no",,,
"DEG06","16061018","Büttstedt","Büttstedt",855,7.52,"no",,,
"DEG06","16061019","Buhla","Buhla",493,8.74,"no",,,
"DEG06","16061021","Burgwalde","Burgwalde",232,4.96,"no",,,
"DEG06","16061022","Deuna","Deuna",1177,12.82,"no",,,
"DEG06","16061023","Dieterode","Dieterode",75,2.78,"no",,,
"DEG06","16061024","Dietzenrode/Vatterode","Dietzenrode/Vatterode",130,5.78,"no",,,
"DEG06","16061025","Dingelstädt, Stadt","Dingelstädt, Stadt",4335,20.45,"no",,,
"DEG06","16061026","Ecklingerode","Ecklingerode",718,8.12,"no",,,
"DEG06","16061027","Effelder","Effelder",1202,10.94,"no",,,
"DEG06","16061028","Eichstruth","Eichstruth",84,1.33,"no",,,
"DEG06","16061031","Ferna","Ferna",585,4.43,"no",,,
"DEG06","16061032","Freienhagen","Freienhagen",278,4.11,"no",,,
"DEG06","16061033","Fretterode","Fretterode",176,5.92,"no",,,
"DEG06","16061034","Geisleden","Geisleden",985,16.58,"no",,,
"DEG06","16061035","Geismar","Geismar",1100,19.44,"no",,,
"DEG06","16061036","Gerbershausen","Gerbershausen",584,7.55,"no",,,
"DEG06","16061037","Gernrode","Gernrode",1489,7.37,"no",,,
"DEG06","16061038","Gerterode","Gerterode",355,6.30,"no",,,
"DEG06","16061039","Glasehausen","Glasehausen",162,2.61,"no",,,
"DEG06","16061041","Großbartloff","Großbartloff",898,13.76,"no",,,
"DEG06","16061043","Hausen","Hausen",443,4.30,"no",,,
"DEG06","16061044","Haynrode","Haynrode",655,15.07,"no",,,
"DEG06","16061045","Heilbad Heiligenstadt, Stadt","Heilbad Heiligenstadt, Stadt",16875,62.26,"no",,,
"DEG06","16061046","Helmsdorf","Helmsdorf",503,5.24,"no",,,
"DEG06","16061047","Heuthen","Heuthen",725,10.08,"no",,,
"DEG06","16061048","Hohengandern","Hohengandern",596,6.84,"no",,,
"DEG06","16061049","Hohes Kreuz","Hohes Kreuz",1274,18.01,"no",,,
"DEG06","16061054","Kallmerode","Kallmerode",599,5.61,"no",,,
"DEG06","16061055","Kefferhausen","Kefferhausen",722,10.39,"no",,,
"DEG06","16061056","Kella","Kella",478,5.06,"no",,,
"DEG06","16061057","Kirchgandern","Kirchgandern",587,4.39,"no",,,
"DEG06","16061058","Kirchworbis","Kirchworbis",1329,5.45,"no",,,
"DEG06","16061059","Kleinbartloff","Kleinbartloff",425,12.63,"no",,,
"DEG06","16061061","Kreuzebra","Kreuzebra",720,13.01,"no",,,
"DEG06","16061062","Krombach","Krombach",162,4.19,"no",,,
"DEG06","16061063","Küllstedt","Küllstedt",1332,13.11,"no",,,
"DEG06","16061065","Lenterode","Lenterode",321,4.26,"no",,,
"DEG06","16061066","Lindewerra","Lindewerra",248,4.42,"no",,,
"DEG06","16061067","Lutter","Lutter",722,9.86,"no",,,
"DEG06","16061068","Mackenrode","Mackenrode",313,3.80,"no",,,
"DEG06","16061069","Marth","Marth",338,4.88,"no",,,
"DEG06","16061074","Niederorschel","Niederorschel",3066,19.67,"no",,,
"DEG06","16061075","Pfaffschwende","Pfaffschwende",284,4.02,"no",,,
"DEG06","16061076","Reinholterode","Reinholterode",768,8.73,"no",,,
"DEG06","16061077","Röhrig","Röhrig",231,2.80,"no",,,
"DEG06","16061078","Rohrberg","Rohrberg",235,3.57,"no",,,
"DEG06","16061082","Rustenfelde","Rustenfelde",504,6.15,"no",,,
"DEG06","16061083","Schachtebich","Schachtebich",244,3.81,"no",,,
"DEG06","16061084","Schönhagen","Schönhagen",145,2.54,"no",,,
"DEG06","16061085","Schwobfeld","Schwobfeld",111,2.52,"no",,,
"DEG06","16061086","Sickerode","Sickerode",154,2.00,"no",,,
"DEG06","16061087","Silberhausen","Silberhausen",613,10.31,"no",,,
"DEG06","16061089","Steinbach","Steinbach",548,8.46,"no",,,
"DEG06","16061091","Steinheuterode","Steinheuterode",279,2.53,"no",,,
"DEG06","16061094","Tastungen","Tastungen",216,3.50,"no",,,
"DEG06","16061096","Thalwenden","Thalwenden",356,3.36,"no",,,
"DEG06","16061097","Uder","Uder",2649,14.00,"no",,,
"DEG06","16061098","Volkerode","Volkerode",234,6.86,"no",,,
"DEG06","16061101","Wachstedt","Wachstedt",466,17.47,"no",,,
"DEG06","16061102","Wahlhausen","Wahlhausen",306,7.22,"no",,,
"DEG06","16061103","Wehnde","Wehnde",387,9.70,"no",,,
"DEG06","16061105","Wiesenfeld","Wiesenfeld",223,7.69,"no",,,
"DEG06","16061107","Wingerode","Wingerode",1174,9.77,"no",,,
"DEG06","16061111","Wüstheuterode","Wüstheuterode",589,4.93,"no",,,
"DEG06","16061113","Schimberg","Schimberg",2193,29.33,"no",,,
"DEG06","16061114","Teistungen","Teistungen",2571,26.15,"no",,,
"DEG06","16061115","Leinefelde-Worbis, Stadt","Leinefelde-Worbis, Stadt",19525,110.18,"no",,,
"DEG06","16061116","Am Ohmberg","Am Ohmberg",3641,31.57,"no",,,
"DEG06","16061117","Sonnenstein","Sonnenstein",4531,94.69,"no",,,
"DEG07","16062002","Bleicherode, Stadt","Bleicherode, Stadt",6087,28.32,"no",,,
"DEG07","16062005","Ellrich, Stadt","Ellrich, Stadt",5543,69.41,"no",,,
"DEG07","16062006","Etzelsrode","Etzelsrode",80,3.56,"no",,,
"DEG07","16062007","Friedrichsthal","Friedrichsthal",220,12.34,"no",,,
"DEG07","16062008","Görsbach","Görsbach",1030,7.90,"no",,,
"DEG07","16062009","Großlohra","Großlohra",908,18.45,"no",,,
"DEG07","16062014","Hainrode/Hainleite","Hainrode/Hainleite",347,8.79,"no",,,
"DEG07","16062024","Kehmstedt","Kehmstedt",466,11.41,"no",,,
"DEG07","16062025","Kleinbodungen","Kleinbodungen",344,5.25,"no",,,
"DEG07","16062026","Kleinfurra","Kleinfurra",1045,18.61,"no",,,
"DEG07","16062029","Kraja","Kraja",301,4.43,"no",,,
"DEG07","16062033","Lipprechterode","Lipprechterode",509,9.78,"no",,,
"DEG07","16062037","Niedergebra","Niedergebra",643,9.99,"no",,,
"DEG07","16062039","Nohra","Nohra",799,16.21,"no",,,
"DEG07","16062041","Nordhausen, Stadt","Nordhausen, Stadt",41791,108.24,"no",,,
"DEG07","16062049","Sollstedt","Sollstedt",2879,26.23,"no",,,
"DEG07","16062054","Urbach","Urbach",881,26.53,"no",,,
"DEG07","16062058","Wipperdorf","Wipperdorf",1324,18.31,"no",,,
"DEG07","16062059","Wolkramshausen","Wolkramshausen",917,10.84,"no",,,
"DEG07","16062062","Hohenstein","Hohenstein",2167,61.09,"no",,,
"DEG07","16062063","Werther","Werther",3216,61.94,"no",,,
"DEG07","16062064","Heringen/Helme, Stadt","Heringen/Helme, Stadt",4737,66.91,"no",,,
"DEG07","16062065","Harztor","Harztor",7588,109.37,"no",,,
"DEG0P","16063003","Bad Salzungen, Stadt","Bad Salzungen, Stadt",20244,98.50,"no",,,
"DEG0P","16063004","Barchfeld-Immelborn","Barchfeld-Immelborn",4641,23.98,"no",,,
"DEG0P","16063006","Berka v. d. Hainich","Berka v. d. Hainich",746,14.96,"no",,,
"DEG0P","16063007","Berka/Werra, Stadt","Berka/Werra, Stadt",4196,57.09,"no",,,
"DEG0P","16063008","Bischofroda","Bischofroda",655,10.05,"no",,,
"DEG0P","16063009","Brunnhartshausen","Brunnhartshausen",349,10.65,"no",,,
"DEG0P","16063011","Buttlar","Buttlar",1278,21.31,"no",,,
"DEG0P","16063013","Creuzburg, Stadt","Creuzburg, Stadt",2305,35.45,"no",,,
"DEG0P","16063014","Dankmarshausen","Dankmarshausen",954,11.21,"no",,,
"DEG0P","16063015","Dermbach","Dermbach",2929,23.53,"no",,,
"DEG0P","16063016","Diedorf/Rhön","Diedorf/Rhön",350,4.76,"no",,,
"DEG0P","16063017","Dippach","Dippach",1074,6.09,"no",,,
"DEG0P","16063019","Ebenshausen","Ebenshausen",294,2.62,"no",,,
"DEG0P","16063023","Empfertshausen","Empfertshausen",540,4.90,"no",,,
"DEG0P","16063028","Frankenroda","Frankenroda",323,7.07,"no",,,
"DEG0P","16063032","Geisa, Stadt","Geisa, Stadt",4754,71.94,"no",,,
"DEG0P","16063033","Gerstengrund","Gerstengrund",66,4.61,"no",,,
"DEG0P","16063036","Großensee","Großensee",187,3.28,"no",,,
"DEG0P","16063037","Hallungen","Hallungen",198,3.98,"no",,,
"DEG0P","16063039","Ifta","Ifta",1106,17.69,"no",,,
"DEG0P","16063046","Krauthausen","Krauthausen",1615,18.48,"no",,,
"DEG0P","16063049","Lauterbach","Lauterbach",653,6.62,"no",,,
"DEG0P","16063051","Leimbach","Leimbach",1680,8.63,"no",,,
"DEG0P","16063055","Mihla","Mihla",2133,31.66,"no",,,
"DEG0P","16063058","Nazza","Nazza",540,12.68,"no",,,
"DEG0P","16063059","Neidhartshausen","Neidhartshausen",338,7.61,"no",,,
"DEG0P","16063062","Oechsen","Oechsen",600,12.53,"no",,,
"DEG0P","16063066","Ruhla, Stadt","Ruhla, Stadt",5540,38.55,"no",,,
"DEG0P","16063068","Schleid","Schleid",1028,27.72,"no",,,
"DEG0P","16063071","Seebach","Seebach",1815,3.62,"no",,,
"DEG0P","16063072","Stadtlengsfeld, Stadt","Stadtlengsfeld, Stadt",2325,27.70,"no",,,
"DEG0P","16063076","Treffurt, Stadt","Treffurt, Stadt",4978,54.77,"no",,,
"DEG0P","16063078","Unterbreizbach","Unterbreizbach",3398,30.03,"no",,,
"DEG0P","16063081","Urnshausen","Urnshausen",682,15.99,"no",,,
"DEG0P","16063082","Vacha, Stadt","Vacha, Stadt",5173,44.41,"no",,,
"DEG0P","16063084","Weilar","Weilar",838,14.32,"no",,,
"DEG0P","16063086","Wiesenthal","Wiesenthal",752,13.63,"no",,,
"DEG0P","16063092","Wutha-Farnroda","Wutha-Farnroda",6382,36.61,"no",,,
"DEG0P","16063093","Zella/Rhön","Zella/Rhön",407,1.72,"no",,,
"DEG0P","16063094","Moorgrund","Moorgrund",3369,53.52,"no",,,
"DEG0P","16063097","Gerstungen","Gerstungen",9165,149.98,"no",,,
"DEG0P","16063098","Hörselberg-Hainich","Hörselberg-Hainich",6140,142.09,"no",,,
"DEG0P","16063099","Bad Liebenstein, Stadt","Bad Liebenstein, Stadt",7786,48.81,"no",,,
"DEG0P","16063101","Krayenberggemeinde","Krayenberggemeinde",5200,31.63,"no",,,
"DEG0P","16063102","Kaltennordheim, Stadt","Kaltennordheim, Stadt",3299,40.48,"no",,,
"DEG09","16064001","Altengottern","Altengottern",1018,18.33,"no",,,
"DEG09","16064003","Bad Langensalza, Stadt","Bad Langensalza, Stadt",17234,123.67,"no",,,
"DEG09","16064004","Bad Tennstedt, Stadt","Bad Tennstedt, Stadt",2482,27.42,"no",,,
"DEG09","16064005","Ballhausen","Ballhausen",823,14.80,"no",,,
"DEG09","16064007","Blankenburg","Blankenburg",162,7.18,"no",,,
"DEG09","16064008","Bothenheilingen","Bothenheilingen",439,9.47,"no",,,
"DEG09","16064009","Bruchstedt","Bruchstedt",283,6.80,"no",,,
"DEG09","16064014","Dünwald","Dünwald",2205,28.89,"no",,,
"DEG09","16064017","Flarchheim","Flarchheim",423,11.86,"no",,,
"DEG09","16064018","Großengottern","Großengottern",2264,19.34,"no",,,
"DEG09","16064019","Großvargula","Großvargula",703,15.33,"no",,,
"DEG09","16064021","Haussömmern","Haussömmern",230,6.48,"no",,,
"DEG09","16064022","Herbsleben","Herbsleben",2890,25.07,"no",,,
"DEG09","16064023","Heroldishausen","Heroldishausen",186,3.21,"no",,,
"DEG09","16064027","Hornsömmern","Hornsömmern",160,4.32,"no",,,
"DEG09","16064029","Issersheilingen","Issersheilingen",135,4.22,"no",,,
"DEG09","16064032","Kammerforst","Kammerforst",795,16.93,"no",,,
"DEG09","16064033","Kirchheilingen","Kirchheilingen",812,16.67,"no",,,
"DEG09","16064035","Kleinwelsbach","Kleinwelsbach",126,3.46,"no",,,
"DEG09","16064036","Klettstedt","Klettstedt",207,5.70,"no",,,
"DEG09","16064037","Körner","Körner",1659,30.83,"no",,,
"DEG09","16064038","Kutzleben","Kutzleben",600,18.45,"no",,,
"DEG09","16064043","Marolterode","Marolterode",327,6.34,"no",,,
